Username,Comment
@HarpreetSingh-r5u,Mind blowing
@siddharthsiddharth1728,This picture is very beautiful and very inspiring am the fan of Kapil and Ranveer Singh
@rishinigam9070,West Indies player attitude nice acting and Indian punjabi acting mast wow
@deepaiyer4805,Wow jeeva. Any tamilians jeeva fan here?.
@Yogeshin_chan8463,Very nice 
@058gauravthakur9,Nice movie 
@biswajeetsunyani9130,83 Movie Trailer With 83 Million Views 
@saiveera8877,-
@retickchitia2889,-
@GurukrupaTarini,-
@rahulsingh-xj1ly,just saw this movie and this is awesome feeling good
@aman___001,83 million views 
@sandunikaushalya1992,-
@princeacharya22,-
@raghukhandakar1567,Eto sundor movie sotti bolar moto vasha nai
@abhishekkatiyar771,Best moment
@SumeetBGoode,Such a great film.
@Avi___cinemmaa,83 Millon views 
@noormalik6619,Nice story 
@phoenix_rider_02_,Mass
@vishalvermaIND,कश्मीर फाइल्स से पहले 83 देखना चाहिए
@harshshrivastav1885,Make movie on wc 2003 and wc 2023 
@manasnanda1811,-
@AnurathMagar,Superb
@marianlenehan9618,"Brilliant movie displaying the unifying power of sport, the determination of those who have to strive over and over again for every hard won opportunity, the brillance of good, compassionate leadership and, finally, the important role parents play in encouraging their children to be the best version of themselves."
@next_level_fitness_12,Very very nice 
@blabla2551,He is amazing 
@liarmask1759,83M views 🇮🇳
@manishyt920,Love it
@Mayankprashar-r4r,Fantastic trailer
@Krishna-bh9ol,83 million views 
@bhanwarlalruyal5765,-
@nairitaadhya418,Good 
@lakshyaraval2280,it is a MASTERPIECE
@shariqmohammed9149,-
@vjmusicy8910,All actor mind blowing acting
@hardikkumar6741,Masterpiece
@RajnishMishra-p9d,Very nice movie 
@alk6709,"Saw the movie. It is good, but have to admit the actors are not as good looking as the respective cricketers. Jiva stands out in acting department."
@soulsmates8175,Ranveer Singh coping and acting like Sushant Singh ! don't ever forget this bollywood mafia though the movie is great .
@rajeshkumardey7815,83 .. 83 million views 
@SubbareddyDaginti,Great victory
@dhashnadhashna6657,Awesome Very good movie
@PariKinj0615,83
@rishibala,-
@Himanshushrivastava31,Superb movi 
@Cartoon.tv__,Amezing video
@asfandyarahmad7631,It's great so good so well.
@sarmisthabhutia7170,"Great movie real story,nowadays people should know about that that times struggle India"
@siddhartharoychowdhury2274,My Mother Was Also Born On This Year ( 2nd April 1983 )
@gaminghero9031,Best video
@piyalbose3038,83s trailer has 83 million views
@diptanupaul6063,I love this ...
@rjmax3065,"Too much dram you have created on every point
You guys bombarded a great concept"
@abdullahdesigns00,can't wait for this one too!
@srikanthkhade1216,Huge movie i watched it many times
@pradeepkumar-io1ic,Nice one
@aishamishra6793,Nice one
@puspendrarajvansh,Nice 
@Carvind1301,Very nice 
@surajmundra1836,Nice one
@suntoshnepal1601,Sachin dandur movie  so  must 
@shams7605,Come on we Need 83 million views ️️🇵🇰🇵🇰
@dr.eswarareddye.4674,this moovie is amazing I saw this movie 3 times
@Aman.273,Nice trailer
@christophersunil9342,Kapil should get bharth ratna award I am right or not
@mayankjangda6911,Nice one
@csegrowth,83 trailer has 83M views!!!
@VinodKumarS-k3x,Underrated movie
@vijaykumar-zw6mw,My Indian cricket great
@miranand5305,Superb
@rakhidey8866,Motivational video
@AppyKumar-uw8ci,Nice 
@ZeeshanKhan_77k,83 movie 83 million views and am here
@mein3324,83 million views is it coincidence.
@vivekrahangdale784,It was nice and good to watch
@pavanc8805,Any one after icc champions trophy winner
@krishvirmani,83 MILLIONS on 83
@irfanmulani7049,Nice one
@PragadeeshDigital,🫡🫡🫡
@Singh-p8b4r,I would only watch a movie for ammy virk 
@hammadshah5234,Arijit Singh ️
@indtrollcricket,this movie could have been Blockbuster in Theatres but as  Bollywood has habit to show muslims as victims and Pakistanis as saints. in this movie Pakistani army stop firing so that Indian Army can Listen Match Commentary.  but in Reality it never happened .
@harekrishnaprasad6327,Good picture 
@BaluKannadiga21,Here after kgf chapter 2 broke the most veiwd Hindi trailer in 24 hours
@NageshGuttedar-i2t3k,So nice movie waiting for watching
@0furious0,The trailer of the movie 83 has 83 mil views
@vijaykumarjha2875,Very memorable
@arjungour5566,Must watch
@anmolmatta4139,My favorite song
@RealIndian154,This year changes Indian favorite game
@UniqueTech2012,Still Love for Kapil Dev
@arnavchamoli118,83 trailer has 83m views 
@karanchauhan6821,Awesome
@paps5016,83 million views on 83 .....
@MathswithEnglish,Achha h
@tajammulsiddiq6697,"With all due respect,

In the initial part and the middle part of the movie, Sunil Gavaskar role in a team presented as being self centered (focused on only oneself) which is contrary to his approach. Presenting him like that is disrespectful to his contribution to the Indian Cricket team with respect to his performances and his contribution in sharing the knowledge of Cricket in the world."
@archanaj199,Today this is at around 830 million views
@BhagyashriTelang-s9o,Hero kapil dev
@pianowithyuvraj3809,INDIA WON THE WORLD CUP ON 25TH JUNE AND MY BIRTHDAY ALSO ON 25TH JUNE
@ImranHussain-pu1hh,it is the best sports movie ever made
@itz_rd_97,Excellent
@SHADOWSSS658,Fantastic
@amarsinghrathore1671,Esi movies baar baar nahi banti
@missv.k5467,-
@AnujSharma-ml1ww,Great movie i ever seen
@Garvhai,Legendary.
@chandraprakashdangi8706,Nice movie to cricket lovers
@Adamlock1564,-
@AbhishekSheoran-yx9he,Effective move for youth
@tanimachatterjee3157,Where will I watch 83 except Netflix. Hotstar is good for me.
@imvivek1506,Nice Movie must watch
@ankitprasad99,83 HAS 83 M VIEWS
@digital945,how everyone underestimated sunil gavaskar another name of hope for indian team and much more Feavriot cricketer then kapildev himself i  those times..
@saswatascoding4194,After watching this movie 4th time i can't find why this movie got flopped on the box office. What was the reason behind on this movie. Why people's  not happy with this movie?
@sweetmemorieswithkids3960,I saw today such a great movie
@_killer_15_13,"Movie name : 83 
Current views: 83 M"
@rjunique96,Reliance insurance company 
@logbook-earth2023,What a kapil dev
@MrKing-uc7lp,Movie is so awesome just watch it
@arunabalarachamalla3173,I totally forgot Ranveer it was Only Kapil i could see
@brajeshsharma5822,Great
@abhishekblacksmith3676,Cool
@nehazsharma6624,"Hindus should know that Ramji also has a Jura and should respect sikhs who saved Hindus from Aurangzeb. 

The reason behind the flop of this movie is the scene where they have shown Sandhu Sir washing his heads. 

They disrespected Sikhs that's why the movie flopped and all movies will flop who will disrespect Sikhs. 

When munmun datta called sc st - bhangi. Fir was filed against her. If you say arunchal pradesh is china you get jail then why everybody can make fun of Sikhs. Such people be jailed too."
@PrinceKumar-kp4gb,Excellent
@AtharvSingh-h2i,Amazing
@neerajpanwar5543,Marlsterpiece by Kabir khan
@4simanshukumar,हमारे देश में अच्छे बुरे की परख नहीं है सभी की एक्टिंग डायरेक्शनबसब बढ़िया है बस संगीत में कमी रह गई क्यों कि संगीत से 80 वाली फिलिंग नहीं आई ।
@Hellobharatrock,"The movie was damnn good   it was, released at wrong time"
@Krishna-bh9ol,83 million views 
@syedaejazali3673,and he won best actor what an actor ranveer is .
@reetakumari1500,Nice video
@apiminbiobi3690,Such an amazing movie
@MdShakil-vq3pi,Very fantastic
@Anjali_Creation_yt,Superhit movie
@ashin2252,"Suppose a movie is taken based on 2011 world cup, who will take the role of MS Dhoni?"
@Prayagrajtechnical53,Mast
@infotechofficial5856,"Movie name...83
Trailer views......83"
@KalluKumar-tk3lk,Best
@MuskanKhan-bx6nb,"Amazing movie I must say a Unity amongst the players, I salute to the players the producer n the director, this movie shows university amongst diversity, I got goose bumps seeing this movie now though I had seen live, but can again n again, I love kapil paa ji ur great such leaders r born hope to get now .I love this movie such movies shld b made to bring all us together n not any movie to diversify, hope our Indians remember this that diversity will break us n UNITY vl all of us strong hope they understand"
@harjotsingh9318,Goosebumps movie
@gujjar47pubg82,This movie was sos fukin emotional 🇵🇰🇵🇰
@iamraj933,83 movie trailer got 83 million views 
@targeteducationalclasses105,The best cricket movie
@ShivBadole-u6b,My favourite game . cricket..
@Prettygirl-jp9bj,Wonderful characteristics
@urmilaitmishra27,India is the best
@धर्मोत्सव,Film tried to prove tht INDIA won 1983 world cup becoz MUSLIMs wanted this..
@RaeenYusufShorts,Amazing movie
@sohanchatterjee5356,Now not qualified 2023 world Cup west Indies
@ishfaqahmad5863,"Love,🇬🇧"
@qwertyboardd,83 has  83M views
@Taiwanhub,Awesome match
@AfrozAlam-cc8gp,My favourite movie
@Anonymous_User_419,83 Million views in 83 trailer
@arkachakraborty2380,If this movies are not masterpiece..people don't have a good taste of movies sorry
@SantoshKumar-lp4ip,Just saw the movie it's very interesting
@totalsong3332,83 movie par 83 milliom view
@kirantraj8293,Pushpa overshadowed rather eclipsed the movie .
@harshareddy5910,"The best movie  superb,"
@khaleelshah2712,It's really wonderful movie.
@AbhinaMBiswakarma,I just watched the movie today after long waits and i loved the movie i enjoyed the lot and  so touched by the struggle of the cricketers of that time and played the matches with less safety but the struggle gave a fruit at last  and leharado song gives a goosebumps..Kapil Dev cameo cheering himself is awesome .....
@manishsawale1356,Niceee
@brijeshtatu6141,Nice movie 🫶
@eccon5324,83 million views
@sportdamonkey,G
@RUTVIKSHENDRE,Very motivational movie
@bijitadhikary5953,I think there should be a movie for Sourav Ganguly as well
@Amarkumar-ti5fk,Nice story
@aamchisheti3620,Very good
@singerpranay7468,Fab movie
@jebasinghsuthahar2403,Best match
@kumarsameer6320,83 movie 83 million views 
@karunashukla2996,Ranveer is good acting
@Deathchoices,Very good movie
@dailyfoodchannel0093, pizza 
@Sanjeevsatrangi77,Very good video
@shaileshpadhiyar5862,Best movie
@AjithGoala-u5t,Best movie
@vipinjaiswal6037,Best movie
@debabratamondal5933,A great movie
@abhijitsen7749,"The movie was picture perfect but unnecessary they brought in Deepika as Romi... the romance was not needed. But Ranveer nailed the looks, accent and body language."
@shekharstudio9848,Just saw this movie
@Allu_Prathi,heart touching movie
@SatishKumar-mq4wi,Good pleyer
@arnabdey3298,Now this song on 83 m views
@Gurdeepsingh-y2v8c,Best movie
@sharapovamondal4992,83 has 83 million views
@RkPatel-e5f,Amazing movie
@khushboosingh6073,Aj ye movie star gold pe de rha h main to dekhne wali hoon
@SatishKumar-mq4wi,Nice movie
@RAJGAMING-on6ks,83 million views 
@thakuradarsh9904,Superb movie
@ShivBadole-u6b,Nice
@raghukhandakar1567,This is wow
@pradeepsinghchauhan5946,Best movie
@saicharanofficial933,Super
@ChinmaySRane,83 movie ke trailer ko 83 million view
@MUNDO36546,JAI HIND 🇮🇳
@PiyushSinghal98,"Muslims and pakistani’s are specially targeted in this movie , shown their good side , means wow bollywood walon ka yahan bhi islamic or pakistani prem nazar aa raha hai , kyuki producer kabir khan tha , sabko pta h ki use pakistan se kitna pyar hai isliye unhe to accha dikhana jaruri hai"
@aayushparmar14711,This movie is osam
@mohdsherkhan4127,Very good vidio
@rahulkv7024,Great movie
@SrikanthEditz13,3:14
@M-Shahzad-677,What a con incident 83 movie k 83 millions veiws
@CksgsbshHshs,"Bangaldesh cricket team need to take inspiration from such movies, Indian team defeated the prime west indies team without much support then, from that their entire cricket industry changed. We can blame the BCB all we want but its upto the passion and dedication of the players that are performing on the field."
@Altamash16385,83 movie name & 83 million views 
@kingsuresh12,Nice Movie
@namratadarge52,-
@Mo_Odiamati,Best movies
@himanshuthakur6991,83 million views
@hareeshgupta9605,Nyc
@anirbanchakraborty8031,Very nice
@deepaksharmavaishnav,Very nice
@MoSabirMewatiAlwar6565,Very nice
@jiteshdalal30,Big match
@AnkitGupta-ql9kl,83 Trailer 83M Views
@sonusood8947,This is very nice movie
@lokeshnagaraju4570,Super
@PradeepKumar-vv9bm,Super
@tarakeswararaosadaram5044,Super
@Sahil-dq5to,"Movie name :- 83
Trailer views :-83m "
@arkajdhiman6531,Great movie
@neetuchopra6264,Jai hind 🇮🇳🇮🇳🇮🇳
@sachin265,"""Izzat jeetna abhi baaqi hai kaptaan""
Jeet li izzat, goron ke ghar mein ghus ke haraya saalon ko. Is liye yeh 2011 ki WC win se bhi kahin zyada badi jeet thi. 
Jab koi nahi saath tha ek aadmi ne himmat kari. Jai Kapil paaji. Jai Hind. 
Bharat maata ki Jai ho! 🇮🇳"
@tcartoon1086,"People used to die over shitty movies like K , P 
But They dislike this movie 
It is not flop for me , for Me flop is K."
@rakeshkumarrajak2474,osm movie
@MuskanKhan-bx6nb,UNITIDED WE STAND N IF DIVIDED WE ALL WILL FALL
@matrixcomputers7371,Very good move
@MovieT-sx7ih,83 movie 83m views
@FRC6049,Movie name 83 and trailer view 83M
@yeduganipandu1552,Super
@sunnyurock9382,Best movie love from🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰
@alampuriya84ke,Nice movie
@k.vinodkumar7027,Verry good movie
@sadcreation45.,Movie name 83 and view also 83 million
@ShivBadole-u6b,Ranveer sing
@rakeshpatil5914,Nice movie scene
@legendoz2535,There should be a movie of 2012 also in ms dhoni untold story that world  Cup was not polished that much
@anshuhoon3531,Must watch movie
@SKS712,83ka matlab tha 8+3 11 jise dhoni ne 2011 world cup jitwaya tha Kapil paji or dhoni Indi ya ke liye World  cup laye
@abhisheksinghchauhan2767,सुपर मूवी
@sainiji8676,Well
@pankajparmar8602,Great
@Ckhare,700k views more to complete 83M views of 83
@snehajaiswal455,Isse achi to sushant singh rajput na dhoni ki movie ki thi... sushant done grt job
@PC-jn3kq,Amazing movie. अच्छा किया की OTT pe डाल दी मूवी। इस मूवी में थोड़ा सा सेकुलरिज्म भी है। अगर सिनेमा में लगती तो बीजेपी के लोग सिनेमा को नुकसान पहुंचा सकते थे।
@mudassirsiddiqui9820,The Legend Salman Khan 
@akshadayadav9348,Nice
@the_ratangarh_volgs,Nice
@gouravbhardwaj1673,Very very nice movie forever
@AnkitMishra-rs1vz,Ranveer actress is good
@Achim_editz,Some movies can't be judge
@ankur-y9y,INDIA ZINDABAD
@subhamsarkar672,Did anyone notice Sachin Tendulkar
@protubershrish6765,We had a black and white tele —
@SajidAnsari-c5n9h,Very nice movie
@arunm.p.4435,Good
@justknow6982,Fine
@oldisgoldcartoons1146,Good movie
@abhinavkumar2512,Good movie
@Ravi05badhan,Good movie
@motivationalvideojb132,Kapil sir
@kavitabansal3847,On Star Gold 83 Tonight Today
@cracktheexam8875,"Waoh so many comments ,never seen."
@sapaktv255,"83 Idc
Kche lcd "
@aijazali1782,Nice
@comedy_vikas_khai_funny,Nice
@ORUKUNJUFAMILY-xl4up,Nice
@Iqooz7proSalah,Nice
@sonudhankhar3743,Nice
@NehaSingh-n1e8x,Nice
@PrinceGupta-qn8xc,Nice
@gauravchaudhary8337,Nice
@vipinyadav8160,Nice
@KrishanKumar-sy3wv,Nice
@lalitgangwar9378,Nice
@IrfanShekh-me2cg,Nice
@akshayx99x,Good
@ZaidKhan-jy2tu,Good
@abhishekrawal1326,Good
@urallyfeynman,Good
@shobhitbajpai4486,Good
@rahultanwar3014,Good movie
@bhanupratap8853,Good movie
@sureshrockz8234,Oh no
@jayaingole8475,Jay Hind 🇮🇳🇮🇳🇮🇳🇮🇳
@obulareddy4432,Nice
@princebalaji2607,Good
@sushilrawat7285,Good
@pawandharne7386,83M views
@ec-048nishitha9,Interesting
@savithaanjje2328,Kapil Dev is a well qualified and excellent English speaker then why did they create his character as though he's too poor in speaking so....??️
@fazalullahsyed2528,Original heros
@raviroy4082,Sachin young boy with curly hair
@uzmashahid7697,1:37
@N.Mangal,"Movie 83
Views 83M"
@Harishpra,Good
@vasugkannadiga5426,Good
@ranihulwan745,Nice
@lakshana62,0:34
@SHADOWSSS658,Nice
@SHADOWSSS658,Nice
@krushnarajsinhgohil4244,Movie 83 and views 83 like please 
@chandrasekharpaturi9948,Nics
@debanjanaghosal1498,Its an amezing movie
@kunugosavi4073,Nice movie
@KrishangopalSharma-n8w,Nice movie
@PrasadDhongade-us7dd,Nice movie
@niteshKumar-gb7ot,Hello the cricket very good cricket
@zameeruddin8768,83M views 
@rajkumarvyas8063,83 million views
@sdk3479,Similar movie should be made on win of 2011 cwc
@Unknown-hz3nt,Kisko movie ki link chahiye
@CassavateNewMovieChannel603,0:24 THIS IS A DISASTER.
@kirantandel2394,83 story is better than story of ms dhoni movie
@devadarshs3640,"the movie was good. but didnt get the feel of winning a WC. but a good cricket movie but still, if we are watching a cricket movie that too real and about the wc india won, we should feel the joy and pride. but that was missing. but yeah, a good movie. my rating: 7/10"
@maneshnighul8210,Nice movies
@ketanc255,83 M views 
@noreenijaz7688,wonderful movie
@_CR7_18,Views:8.3CR
@Nitinkumar-xq9db,Nice movie
@adityaweshm,Fine
@goravmeghani8501,83 ko 82 million views mille
@shahriartalha47,Views 83M
@GourabSaha07,83 movie ka trailer ka 83 million views complete ho gaya.
@abhishekshindepatil,2023-24
@iota5782,what a movie
@riteshkumar-t2c4l,Nice movie
@Heavenly_cat13,#83
@vipulsarwade1049,nice
@supriya3507,"Very rice movie , excellent performance by ranveer,superb india"
@Kids55556,83 movie 83 million views
@jugnoogoyal9497,One film Sachin Tendulkar te bhi honi chahidi hai
@sandipjagtap775,good
@arunbauri1555,🇮🇳
@MdShakil-vq3pi,Dainamick
@YuvaRaj-eq9qj,It's biopic of kapil
@sandipjagtap775,nice
@Sajan__12,3 minute 50 sec kya hai yyle 
@akshaysingh8936,Cricket
@nehazsharma6624,"Worst movie I have ever seen. The reason behind the flop of this movie is that they disrespected sikhs when they have shown that Sandhu Sir is washing his hairs. 

This is the worst seen in the whole history of movie."
@skzidanali8039,🇮🇳
@bellamvasubabu7434,2:39
@mehedihassan-vb1rn,Ban vs India Really miss 83 number Odi lost Against Bangladesh.....
@Fardeensyed,Views is also 83m 
@deepbiswas274,1:49
@HarshSharma-oh6jr,"Film was good ...
 But iisme Hindu Muslim riots q the 
..... Bollywood wale film ko film q nhi rhe ne dete hai"
@gulammoinuddinshaikh7401,Not bad
@surajdiwedi7051,"Pura world cup me gawskar ka koi role nhi tha ,sala aj tk main usko mahn smjh rha tha ,well done team India"
@adityakulkarni7889,Sachin Tendulkar at 3.00
@ashcharizard-j1g,83 million views
@shubhamshred,83Millions views on 83
@theedc2573,Wow. 81 million views…
@TravellingHigh16,There will be a special screening of this movie at Lords cricket stadium this July!
@a.b.5015,83 million views.....
@kenchappam9057,The movie box office collection
@119-manishkumar_it,Kapil dev
@saathvishankar,83
@prabinbishowkarma1593,83 million views 
@IamMr.Gogoi21,Hmm
@rodyatube,None of the actors resembles the player he is acting for !!
@malkitsinghboparai6469,Nice
@RickiPontin,"Indian cricket on movie_
On real life _"
@dharmisettigandhi8007,Kapil dev
@abjkgp,83M views
@tejassharma5380,I saw The Shahid Kapoor film trailer Jersey.
@mak63shivsena63,Jai Hindustan Jai maharastra Awaz shiv sena cha  in English class horess Diccover it win Indian
@mak63shivsena63,Jai Hindustan Jai maharastra Awaz shiv sena cha  in English class horess Diccover it win Indian
@nagavararamesh674,Kapildev biopic
@smnaseer1864,In my class all are calling watching after this movie all are calling me syed kirmani only all are not using my real name (syed mohamed naseer)
@hinnarajpoot4542,The best thing of movie is its floop
@batman5754,Jeeva fans hit like
@KEERTHANist,Watching now in Hot star. Honestly I think movie is not upto the mark. Not reached the expectations we got from trailer. Fully boaring screen play. Emotional songs which generates zero emotions rather simply drags movie time. Back ground score is dull. Editing not upto the mark. Comedy also zero.
@hridoy4144,"India audiences are totally Rubbish
They prefer cringe mashla flim like Pushpa radhe kgf shahoooo etc !!
They didn't  watch masterpiece films  like 83 , Swadesh , tumbaad , Tamasha ,fan etc that's why India wouldn't get Oscar till now "
@udayprakash1280,Just for information if the same team play wc in England now no current team would beat them.
@VimdhayakJiOP,83M views
@irahulsaket1971,Excellent movie
@moviehub304,"Movie name 83 
Total views 83 M"
@alimohamed2491,Movie was good but they messed up one thing when the hell did Zimbabwe became white? Lol that’s part cracked me up
@rahulsultania9355,Cricket movies
@sapaktv255,Chke fairy 2 tale
@vk06,The movie was very good. The younger generation got to know about the emotions of 1983 world cup won. However the end of the movie ruined everything. Again pakistan appeasement. Showing the fake'good image' of them while firing happened that day and it was started by them. Our brave soldiers become martyrs only for this? Horrible appeasement. Urduwood has to come out of this or else they will go on to give flops. Shameless!!
@vijitmathur4152,Ranveer singh played well in acting but sushant was better in ms dhoni ms dhoni is beete than 83
@NoVideo2024,"Propaganda film. Only if they limited the film upto Kapil Dev and 1983 match, it'd have been a blockbuster but inserting propaganda of Muslims celebrating cricket amidst riots and Pakistan army stopping fire for match is utter bullshit"
@BinduKumarM,This is a flop due to nepotism in Bollywood ...RIP Bollywood...south Indian movies going to rule movie market in India
@ImSadiaNadeem,"Cricket movies doesn't attract public's attention, ridiculous and useless addition of lots of things."
@leomalik7620,83 m world cup test hota tha??
@niranjanpariyar6021,movie ka name vi 83 aur tariler ka vews vi 83 m
@prakashreddy7956,We won IJJAT in 1983 not in 1947
@TureshwarHansraj,Ofc they would make a movie of the 1983 WC which was 41 years ago because they have nothing else to celebrate about in recent times…
@squidjames7735,"Have largely lost interest in Bollywood (and K, T, and other 'Woods) but this movie was great as I am a keen sports follower, but not much cricket. 
The movie had songs, but they were not silly willy types, made sense and were in sync with the emotions displayed by the various characters. 
Lots of interesting themes:
1). brits still treating desis like donkeys, racism, underclass, discrimination 
2). the typical stereotyping ... short, slow and unfit
3). the stupidity of cricket admin to support their players properly 
4). the disadvs faced by players ... going to hospital in a taxi with a broken and bleeding jaw was shocking
5). the need for all races in India to come together, such a cliche now, sadly
6). the respect for the captain (Kapsi)
7). the burden of the whole nation
8). playing the underdog, and not reacting to taunts in media, fans, field, opponents, etc. 
9). true brotherhood as another stepped up when one fell short 
10). support from family ... back home and partners who came to watch the finals in person. 

Jai Hind!
Satyamev Jayate!"
@SSCian_690,"Movie name -83
Views -83M"
@bharath6260,Deepika was unnecessary in the movie
@ganeshjraman7536,This movie is same as srilankans in asia cup
@manitayadav1294,Esi motivation or best movies ko YouTube par free q nhi karte hai kasmir file 83 or bhi sari motivational movie faltu like comments arte ho jo sinema ghar nhi ja skte bo kya kare kese dekhe faltu movie dal dete ho
@karanmpatel6205,83 movie name 83 million
@nikhilrangani975,Movies
@simple-living-high-thinking99,Last  ball pr 1 shot dekhane ke liye puri movie  bana dali ye bolkywood wale pagal hogye
@adventurevlogs5845,Ye Nahi chali tu Ajay ki maidaan khakh chaleghi
@aamirshahzad8661,very funny movie.match khelne walon ne jarsiyaan pehni hoi hen aur  jo match dakh rahe hen wo sirf T.shart waoo
@umeshvyas3774,Rohit sahu
@Boss-yk7hn,"Movie is average, doesn't bring to your toes

Ranveer is okay, but does justice to kapil looks and style

Deepika is disgrace and irritating. 

Viv Richard actor awesome style

Sunil Gavaskar was total failure in this world cup zero contribution to wc. 

They could have got better junior sachin ;)"
@komalnishad5340,Flop film
@alokitomymensingh5059,Biggest Flop all time 
@sureshbhuihar,Can this muvie watch in Star gold channel
@perfectpankush,ok
@BipinSubedi-d9b,Movie name = views
@irfanarain1777,Which movies I wating
@suchitap5687,Is bebkuf ko star banane ke liye sushant ka caeer barbaad kiya abhi bhi usse competition me laga M.S Dhoni best rahegi 83 se
@ninja4O5,Ranveer Singh cannot act man. Shouldn't have given the role to him
@saloni294,after watching this movie... we r giving 0 star..... Flop movie
@deepaksharmabikeracerindia2119,Movie Flop Gayi
@amitpal4702,Disappointed
@thebigbullentertainment5143,Everything was good but.. Deepika 
@prettysona5181,Imran khan leader ki kahani hai humary leader ki
@PavanKumar-fh3zm,Disaster 
@shahrozkhan9480,Full movie please
@firozahamed9436,Yeh 270 crore ka movie hey 
@moinshaikh977,where is akshay kumar??
@pawanmodi9869,Boycott BOLLYWOOD
@धर्मोत्सव,"Muslim celebrates pak victory and in this film , propaganda was spread by showing muslim celebrating INDIA' Victory..BC yeh haram hai islam me.."
@rohankumar4853,Is movie me ladakh ka scene hai maine is movie main kaam kiya hai
@KEERTHANist,Even the commentary in movie also very boaring you can watch any old cricket video if you want where we can get great commentary.
@LingalaSAISUNEELREDDY,Dissatisfied
@Chidchoubey,S
@alihyder4782,"The Double dholkiiiiiii.
Overacting k 5 rupy kaat yar. Kitni baar samjhay"
@SagarHande-p5u,pict abhi baki hai
@drshan3250,Such movie went flop on box office. I don't understand what Indian audience want to see.. race 3?
@rakeshsadat5447,Rakesh
@BINODINIMOHANTY-e5q,"RACE ' RRR ~ TROPHY#20 .. ?
B-) s ..~> #83 .. ??"
@AtmanNayak-in2gk,Biggest disaster of all time.
@anuragverma8366,फ्लॉप
@SrikanthEditz13,3.14
@supergamingasr2498,Okitsok
@RahulYadav-xb7eq,Flop movie
@hassanzaman574,Worst movie
@PraveenSingh-ul3dr,"Sab paise kamane ka dhang hai bc
Nahi to ye desh bhakti wali movies you tube pe ( free) honi chahiye"
@Rdx_saurabh999,Average movie
@DudeBoyC,Isme kuch dum nahi hai
@Cryptotrader6701,Flop of the year 
@deepak32203,"Movie tho bilkul bakwaas,its one of the classic case study how to flop movie with stars"
@hanifnahian,Binodism
@aparnajha4932,Drama ke alaava aur kuch bhi aata hai in logo ko??
@bunny_kapoor,Disaster film of disaster actor 
@romithakur2056,Movie to achi hai pr mulaao ke bare mein dhikaya bo juth hai sara
@Mohittiwariji,Boycott bollywood
@ahmed123sayeed,Super bakwas
@धर्मोत्सव,"Indira gandhi was PM not maun mohan, so pak was afraid of counter shelling ..
Bakchodi mat kro"
@GhaliaMujdal,ايش اسم البطل.
@gramhalaseri9581,رابط للفيلم ضروري
@ashishkushwah5697,South ki movies good but citizens mahagandu
@surajchakraborty1967,Sushant Singh Rajput M.s Dhooni movie Nakal
@shivrajkp,Raveer  Singh bhai tumara Bollywood career katam ho gaya you lost Hindu fans in crores  after Deepika Padukone visited JNU..you people stood with anti nationals...very sad for you.you will feel the pain soon.may after one more year ..watch out.
